V1,V2,V3
-89.6428571428571,22.7142857142857,-53
-89.5714285714286,22.7142857142857,-72
-89.5,22.7142857142857,-70
-89.4285714285714,22.7142857142857,-64
-89.3571428571429,22.7142857142857,-61
-89.2857142857143,22.7142857142857,-57
-89.2142857142857,22.7142857142857,-62
-89.1428571428571,22.7142857142857,-88
-89.0714285714286,22.7142857142857,-62
-89,22.7142857142857,-46
-88.9285714285714,22.7142857142857,-40
-88.8571428571429,22.7142857142857,-53
-88.7857142857143,22.7142857142857,-55
-88.7142857142857,22.7142857142857,-56
-88.6428571428571,22.7142857142857,-48
-88.5714285714286,22.7142857142857,-65
-88.5,22.7142857142857,-78
-90,22.6428571428571,-92
-89.9285714285714,22.6428571428571,-79
-89.8571428571429,22.6428571428571,-67
-89.7857142857143,22.6428571428571,-54
-89.7142857142857,22.6428571428571,-50
-89.6428571428571,22.6428571428571,-57
-89.5714285714286,22.6428571428571,-62
-89.5,22.6428571428571,-66
-89.4285714285714,22.6428571428571,-57
-89.3571428571429,22.6428571428571,-52
-89.2857142857143,22.6428571428571,-48
-89.2142857142857,22.6428571428571,-67
-89.1428571428571,22.6428571428571,-88
-89.0714285714286,22.6428571428571,-61
-89,22.6428571428571,-56
-88.9285714285714,22.6428571428571,-34
-88.8571428571429,22.6428571428571,-56
-88.7857142857143,22.6428571428571,-50
-88.7142857142857,22.6428571428571,-62
-88.6428571428571,22.6428571428571,-59
-88.5714285714286,22.6428571428571,-55
-88.5,22.6428571428571,-56
-90,22.5714285714286,-88
-89.9285714285714,22.5714285714286,-59
-89.8571428571429,22.5714285714286,-54
-89.7857142857143,22.5714285714286,-24
-89.7142857142857,22.5714285714286,-34
-89.6428571428571,22.5714285714286,-29
-89.5714285714286,22.5714285714286,-43
-89.5,22.5714285714286,-59
-89.4285714285714,22.5714285714286,-60
-89.3571428571429,22.5714285714286,-46
-89.2857142857143,22.5714285714286,-45
-89.2142857142857,22.5714285714286,-65
-89.1428571428571,22.5714285714286,-75
-89.0714285714286,22.5714285714286,-58
-89,22.5714285714286,-57
-88.9285714285714,22.5714285714286,-57
-88.8571428571429,22.5714285714286,-52
-88.7857142857143,22.5714285714286,-45
-88.7142857142857,22.5714285714286,-60
-88.6428571428571,22.5714285714286,-51
-88.5714285714286,22.5714285714286,-51
-88.5,22.5714285714286,-51
-90,22.5,-69
-89.9285714285714,22.5,-60
-89.8571428571429,22.5,-48
-89.7857142857143,22.5,-26
-89.7142857142857,22.5,-21
-89.6428571428571,22.5,-33
-89.5714285714286,22.5,-37
-89.5,22.5,-31
-89.4285714285714,22.5,-55
-89.3571428571429,22.5,-44
-89.2857142857143,22.5,-30
-89.2142857142857,22.5,-59
-89.1428571428571,22.5,-67
-89.0714285714286,22.5,-57
-89,22.5,-58
-88.9285714285714,22.5,-58
-88.8571428571429,22.5,-41
-88.7857142857143,22.5,-43
-88.7142857142857,22.5,-57
-88.6428571428571,22.5,-59
-88.5714285714286,22.5,-54
-88.5,22.5,-56
-90,22.4285714285714,-57
-89.9285714285714,22.4285714285714,-50
-89.8571428571429,22.4285714285714,-43
-89.7857142857143,22.4285714285714,-19
-89.7142857142857,22.4285714285714,-5
-89.6428571428571,22.4285714285714,-19
-89.5714285714286,22.4285714285714,-41
-89.5,22.4285714285714,-48
-89.4285714285714,22.4285714285714,-52
-89.3571428571429,22.4285714285714,-52
-89.2857142857143,22.4285714285714,-52
-89.2142857142857,22.4285714285714,-53
-89.1428571428571,22.4285714285714,-57
-89.0714285714286,22.4285714285714,-53
-89,22.4285714285714,-58
-88.9285714285714,22.4285714285714,-57
-88.8571428571429,22.4285714285714,-43
-88.7857142857143,22.4285714285714,-48
-88.7142857142857,22.4285714285714,-50
-88.6428571428571,22.4285714285714,-51
-88.5714285714286,22.4285714285714,-50
-88.5,22.4285714285714,-50
-90,22.3571428571429,-40
-89.9285714285714,22.3571428571429,-41
-89.8571428571429,22.3571428571429,-42
-89.7857142857143,22.3571428571429,-36
-89.7142857142857,22.3571428571429,-14
-89.6428571428571,22.3571428571429,-16
-89.5714285714286,22.3571428571429,-48
-89.5,22.3571428571429,-53
-89.4285714285714,22.3571428571429,-52
-89.3571428571429,22.3571428571429,-49
-89.2857142857143,22.3571428571429,-51
-89.2142857142857,22.3571428571429,-51
-89.1428571428571,22.3571428571429,-52
-89.0714285714286,22.3571428571429,-49
-89,22.3571428571429,-50
-88.9285714285714,22.3571428571429,-48
-88.8571428571429,22.3571428571429,-48
-88.7857142857143,22.3571428571429,-47
-88.7142857142857,22.3571428571429,-47
-88.6428571428571,22.3571428571429,-46
-88.5714285714286,22.3571428571429,-47
-88.5,22.3571428571429,-47
-90,22.2857142857143,-42
-89.9285714285714,22.2857142857143,-41
-89.8571428571429,22.2857142857143,-42
-89.7857142857143,22.2857142857143,-42
-89.7142857142857,22.2857142857143,-39
-89.6428571428571,22.2857142857143,-38
-89.5714285714286,22.2857142857143,-48
-89.5,22.2857142857143,-50
-89.4285714285714,22.2857142857143,-50
-89.3571428571429,22.2857142857143,-55
-89.2857142857143,22.2857142857143,-54
-89.2142857142857,22.2857142857143,-50
-89.1428571428571,22.2857142857143,-50
-89.0714285714286,22.2857142857143,-48
-89,22.2857142857143,-47
-88.9285714285714,22.2857142857143,-46
-88.8571428571429,22.2857142857143,-46
-88.7857142857143,22.2857142857143,-45
-88.7142857142857,22.2857142857143,-44
-88.6428571428571,22.2857142857143,-44
-88.5714285714286,22.2857142857143,-44
-88.5,22.2857142857143,-43
-90,22.2142857142857,-42
-89.9285714285714,22.2142857142857,-41
-89.8571428571429,22.2142857142857,-41
-89.7857142857143,22.2142857142857,-41
-89.7142857142857,22.2142857142857,-41
-89.6428571428571,22.2142857142857,-42
-89.5714285714286,22.2142857142857,-47
-89.5,22.2142857142857,-51
-89.4285714285714,22.2142857142857,-51
-89.3571428571429,22.2142857142857,-53
-89.2857142857143,22.2142857142857,-49
-89.2142857142857,22.2142857142857,-48
-89.1428571428571,22.2142857142857,-47
-89.0714285714286,22.2142857142857,-46
-89,22.2142857142857,-45
-88.9285714285714,22.2142857142857,-44
-88.8571428571429,22.2142857142857,-44
-88.7857142857143,22.2142857142857,-43
-88.7142857142857,22.2142857142857,-42
-88.6428571428571,22.2142857142857,-41
-88.5714285714286,22.2142857142857,-41
-88.5,22.2142857142857,-40
-90,22.1428571428571,-42
-89.9285714285714,22.1428571428571,-41
-89.8571428571429,22.1428571428571,-41
-89.7857142857143,22.1428571428571,-41
-89.7142857142857,22.1428571428571,-41
-89.6428571428571,22.1428571428571,-43
-89.5714285714286,22.1428571428571,-45
-89.5,22.1428571428571,-47
-89.4285714285714,22.1428571428571,-48
-89.3571428571429,22.1428571428571,-47
-89.2857142857143,22.1428571428571,-46
-89.2142857142857,22.1428571428571,-45
-89.1428571428571,22.1428571428571,-45
-89.0714285714286,22.1428571428571,-44
-89,22.1428571428571,-43
-88.9285714285714,22.1428571428571,-43
-88.8571428571429,22.1428571428571,-42
-88.7857142857143,22.1428571428571,-39
-88.7142857142857,22.1428571428571,-37
-88.6428571428571,22.1428571428571,-37
-88.5714285714286,22.1428571428571,-36
-88.5,22.1428571428571,-35
-90,22.0714285714286,-41
-89.9285714285714,22.0714285714286,-41
-89.8571428571429,22.0714285714286,-41
-89.7857142857143,22.0714285714286,-41
-89.7142857142857,22.0714285714286,-41
-89.6428571428571,22.0714285714286,-42
-89.5714285714286,22.0714285714286,-43
-89.5,22.0714285714286,-44
-89.4285714285714,22.0714285714286,-45
-89.3571428571429,22.0714285714286,-44
-89.2857142857143,22.0714285714286,-44
-89.2142857142857,22.0714285714286,-43
-89.1428571428571,22.0714285714286,-42
-89.0714285714286,22.0714285714286,-42
-89,22.0714285714286,-42
-88.9285714285714,22.0714285714286,-42
-88.8571428571429,22.0714285714286,-40
-88.7857142857143,22.0714285714286,-33
-88.7142857142857,22.0714285714286,-31
-88.6428571428571,22.0714285714286,-31
-88.5714285714286,22.0714285714286,-31
-88.5,22.0714285714286,-31
-90,22,-41
-89.9285714285714,22,-40
-89.8571428571429,22,-40
-89.7857142857143,22,-40
-89.7142857142857,22,-41
-89.6428571428571,22,-41
-89.5714285714286,22,-41
-89.5,22,-42
-89.4285714285714,22,-43
-89.3571428571429,22,-42
-89.2857142857143,22,-41
-89.2142857142857,22,-40
-89.1428571428571,22,-40
-89.0714285714286,22,-39
-89,22,-39
-88.9285714285714,22,-40
-88.8571428571429,22,-37
-88.7857142857143,22,-30
-88.7142857142857,22,-30
-88.6428571428571,22,-30
-88.5714285714286,22,-30
-88.5,22,-30
