a,b,ida,idb,nSites,J9,J8,J7,J6,J5,J4,J3,J2,J1,rab,Fa,Fb,theta,inbred_relatedness_1_2,inbred_relatedness_2_1,fraternity,identity,zygosity,2of3_IDB,F_diff_a_b,loglh,nIter,bestoptimll,coverage,2dsfs,R0,R1,KING,2dsfs_loglike,2dsfsf_niter
5,34,mx_007.trim.unal.bt2.bam,mx_043.trim.unal.bt2.bam,9683,0.892865,0,0,0.003042,0,0.065049,0,0.039042,0.000002,0.000002,0.104093,0.042086,0.000002,0.000002,0.000002,0.039042,0.000002,0.039044,0.07309,0.031004,-13005.55299,114,-1,0.938184,"5.007061e-01,1.588223e-01,3.034291e-02,1.474659e-01,7.920372e-02,1.840558e-02,3.619682e-02,2.172900e-02,7.127748e-03",0.840109,0.191794,-0.106721,-14650.33028,11
5,35,mx_007.trim.unal.bt2.bam,mx_044.trim.unal.bt2.bam,9739,0.846995,0.000014,0,0.037554,0.004951,0.110483,0,0.000003,0,0.00372,0.110486,0.042508,0.002479,0,0.002476,0.000003,0,0.000003,0.07898,0.036465,-13083.51632,74,-1,0.94361,"5.060844e-01,1.589308e-01,2.529593e-02,1.445172e-01,7.658774e-02,2.218477e-02,3.565977e-02,2.291899e-02,7.820408e-03",0.795894,0.187024,-0.090335,-14708.17746,11
5,36,mx_007.trim.unal.bt2.bam,mx_045.trim.unal.bt2.bam,9342,0.892028,0,0,0.000085,0,0.083186,0,0.024701,0,0,0.107887,0.024786,0,0,0,0.024701,0,0.024701,0.066337,0.041551,-12232.44559,66,-1,0.905145,"5.038247e-01,1.579973e-01,2.832533e-02,1.461892e-01,8.129028e-02,1.628485e-02,3.674588e-02,2.319413e-02,6.148352e-03",0.80048,0.198882,-0.096499,-13728.56491,14
5,37,mx_007.trim.unal.bt2.bam,mx_046.trim.unal.bt2.bam,9627,0.844869,0.00003,0,0.047974,0,0.088997,0,0.018129,0.000001,0.000017,0.107127,0.066104,0.000009,0.000001,0.000001,0.018129,0.000001,0.01813,0.086631,0.020512,-12697.19631,62,-1,0.932758,"5.127193e-01,1.484809e-01,2.981198e-02,1.448781e-01,7.548268e-02,2.327846e-02,3.590724e-02,2.246692e-02,6.974417e-03",0.870653,0.186458,-0.114179,-14319.77591,10
5,38,mx_007.trim.unal.bt2.bam,mx_047.trim.unal.bt2.bam,9224,0.881491,0,0,0.01403,0,0.080748,0,0.02373,0,0,0.104479,0.037761,0,0,0,0.02373,0,0.023731,0.07112,0.033359,-12055.89942,110,-1,0.893712,"5.049820e-01,1.554259e-01,3.013928e-02,1.435503e-01,8.157868e-02,1.923355e-02,3.509645e-02,2.271470e-02,7.279107e-03",0.799666,0.200853,-0.096994,-13584.74865,14
5,39,mx_007.trim.unal.bt2.bam,mx_049.trim.unal.bt2.bam,9728,0.614277,0.164675,0.019317,0.063035,0.031406,0.033703,0.040879,0.025949,0.006759,0.162627,0.107289,0.127149,0.093729,0.027198,0.022462,0.045266,0.006759,0.052025,0.255016,-0.014666,-13137.94502,166,-1,0.942544,"5.361958e-01,1.298878e-01,2.417189e-02,1.310480e-01,8.524655e-02,2.795474e-02,2.257224e-02,2.478386e-02,1.813909e-02",0.54834,0.236521,-0.017022,-14550.30299,10
5,40,mx_007.trim.unal.bt2.bam,mx_050.trim.unal.bt2.bam,9750,0.566965,0.122629,0.065208,0.109262,0.029796,0.068247,0.027051,0.002056,0.008785,0.177944,0.106139,0.149899,0.10047,0.022311,0.023683,0.067264,0.008785,0.076049,0.282966,-0.020507,-13382.00274,110,-1,0.944676,"5.351884e-01,1.262266e-01,2.856842e-02,1.247743e-01,8.923351e-02,3.010732e-02,2.284256e-02,2.484067e-02,1.821824e-02",0.57614,0.249702,-0.028051,-14733.50248,10
5,41,mx_007.trim.unal.bt2.bam,mx_051.trim.unal.bt2.bam,9606,0.686465,0.000001,0,0.205158,0,0.090974,0,0.017401,0,0.000001,0.108376,0.22256,0.000001,0,0,0.017401,0,0.017402,0.165468,-0.057092,-13777.6888,66,-1,0.930724,"4.779504e-01,1.528867e-01,5.985661e-02,1.521102e-01,5.999665e-02,3.123441e-02,3.969028e-02,1.863909e-02,7.635644e-03",1.659207,0.13203,-0.29292,-15224.88129,10
5,42,mx_007.trim.unal.bt2.bam,mx_052.trim.unal.bt2.bam,9214,0.845272,0.000001,0,0.050062,0,0.062556,0,0.042109,0,0.000001,0.104665,0.092171,0,0,0,0.042109,0,0.042109,0.098419,0.006247,-12671.83782,62,-1,0.892743,"4.693604e-01,1.728862e-01,4.797213e-02,1.412544e-01,7.970214e-02,2.323582e-02,3.813756e-02,2.122767e-02,6.223687e-03",1.080394,0.179221,-0.178602,-14077.26606,17
5,43,mx_007.trim.unal.bt2.bam,mx_053.trim.unal.bt2.bam,9693,0.663611,0.000001,0,0.229109,0.000002,0.072595,0.000001,0.03468,0,0.000004,0.107276,0.263791,0.000002,0.000001,0.000001,0.03468,0,0.03468,0.185536,-0.078257,-13915.88295,66,-1,0.939153,"4.808036e-01,1.462154e-01,6.384837e-02,1.558631e-01,5.752043e-02,3.008716e-02,3.897853e-02,1.598415e-02,1.069930e-02",1.787659,0.127546,-0.319811,-15376.59711,10
5,44,mx_007.trim.unal.bt2.bam,mx_054.trim.unal.bt2.bam,9656,0.730589,0,0,0.162959,0,0.090557,0,0.015896,0,0,0.106453,0.178855,0,0,0,0.015896,0,0.015896,0.142654,-0.036201,-13748.59536,118,-1,0.935568,"4.715615e-01,1.625670e-01,5.566853e-02,1.554709e-01,6.139119e-02,2.742142e-02,3.855222e-02,1.976673e-02,7.600493e-03",1.53476,0.13362,-0.260344,-15235.592,10
5,45,mx_007.trim.unal.bt2.bam,mx_055.trim.unal.bt2.bam,9684,0.687913,0.000001,0,0.209629,0,0.04433,0,0.058126,0,0.000001,0.102457,0.267756,0,0,0,0.058126,0,0.058127,0.185107,-0.08265,-14005.04399,46,-1,0.938281,"4.801115e-01,1.419505e-01,6.808536e-02,1.520712e-01,6.282026e-02,3.004968e-02,3.877753e-02,1.751058e-02,8.623333e-03",1.70109,0.140085,-0.322984,-15408.35831,10
5,46,mx_007.trim.unal.bt2.bam,mx_056.trim.unal.bt2.bam,9685,0.654708,0,0,0.237798,0,0.090982,0,0.016511,0,0.000001,0.107493,0.254309,0,0,0,0.016511,0,0.016511,0.180901,-0.073408,-14002.99038,78,-1,0.938378,"4.767176e-01,1.494824e-01,6.504973e-02,1.531532e-01,5.874843e-02,3.122462e-02,4.054758e-02,1.792346e-02,7.152997e-03",1.797449,0.128445,-0.324851,-15421.81476,10
5,47,mx_007.trim.unal.bt2.bam,mx_057.trim.unal.bt2.bam,9305,0.697144,0.122247,0.046841,0.000002,0.030303,0.052329,0.045493,0.000084,0.005556,0.170368,0.103463,0.035945,0.097437,0.028303,0.020708,0.046925,0.005556,0.052481,0.215567,0.026164,-12005.75544,298,-1,0.90156,"5.348768e-01,1.386541e-01,1.749393e-02,1.262459e-01,9.401568e-02,2.375987e-02,2.106938e-02,2.906724e-02,1.481708e-02",0.41018,0.263874,0.033394,-13274.84614,14
5,48,mx_007.trim.unal.bt2.bam,mx_058.trim.unal.bt2.bam,9724,0.727241,0.000992,0,0.16557,0,0.100812,0,0.005385,0,0.000496,0.106198,0.170955,0.000248,0,0,0.005385,0,0.005385,0.139072,-0.032379,-13566.80957,146,-1,0.942157,"5.029501e-01,1.427360e-01,4.427655e-02,1.445297e-01,6.961626e-02,3.008458e-02,3.305510e-02,2.276528e-02,9.986384e-03",1.110827,0.166767,-0.177422,-15125.29779,10
5,49,mx_007.trim.unal.bt2.bam,mx_059.trim.unal.bt2.bam,9764,0.837824,0,0,0.054676,0,0.077504,0,0.029994,0.000001,0.000001,0.107499,0.084672,0.000001,0.000001,0.000001,0.029994,0.000001,0.029995,0.096085,0.011414,-13193.25819,114,-1,0.946032,"5.015402e-01,1.547306e-01,3.449791e-02,1.519825e-01,7.325184e-02,1.827000e-02,3.845072e-02,2.100832e-02,6.267934e-03",0.995861,0.17485,-0.147505,-14810.29962,10
5,50,mx_007.trim.unal.bt2.bam,mx_060.trim.unal.bt2.bam,9765,0.837333,0,0,0.057311,0,0.081898,0,0.023457,0,0,0.105355,0.080769,0,0,0,0.023457,0,0.023457,0.093062,0.012293,-13133.75686,86,-1,0.946129,"5.060066e-01,1.520320e-01,3.271737e-02,1.480371e-01,7.415604e-02,2.176309e-02,3.608069e-02,2.208523e-02,7.121972e-03",0.927747,0.179678,-0.128883,-14826.48571,11
5,51,mx_007.trim.unal.bt2.bam,mx_061.trim.unal.bt2.bam,9744,0.788309,0.000021,0,0.103704,0,0.063091,0,0.044875,0,0.000011,0.107965,0.148579,0.000005,0,0,0.044875,0,0.044875,0.128283,-0.020307,-13403.27327,70,-1,0.944095,"5.094041e-01,1.396828e-01,4.066024e-02,1.441606e-01,7.588733e-02,2.417418e-02,3.772615e-02,2.114751e-02,7.157070e-03",1.032931,0.186203,-0.168182,-14925.92637,10
5,52,mx_007.trim.unal.bt2.bam,mx_062.trim.unal.bt2.bam,9757,0.803033,0,0,0.092341,0,0.103337,0,0.001288,0,0,0.104625,0.093629,0,0,0,0.001288,0,0.001288,0.099127,0.005498,-13191.74595,98,-1,0.945354,"5.037765e-01,1.504648e-01,3.686939e-02,1.525873e-01,7.148886e-02,1.943571e-02,3.561347e-02,2.362788e-02,6.136016e-03",1.013904,0.170781,-0.150231,-14842.67489,10
5,53,mx_007.trim.unal.bt2.bam,mx_063.trim.unal.bt2.bam,9782,0.844293,0,0,0.052718,0,0.074428,0,0.028561,0,0,0.102989,0.081279,0,0,0,0.028561,0,0.028561,0.092134,0.010855,-13184.75765,98,-1,0.947776,"5.064215e-01,1.521210e-01,3.170320e-02,1.511059e-01,7.174287e-02,2.160901e-02,3.762453e-02,2.024074e-02,7.431240e-03",0.966336,0.173123,-0.136958,-14866.15888,10
5,54,mx_007.trim.unal.bt2.bam,mx_064.trim.unal.bt2.bam,9752,0.609933,0.125632,0.061306,0.06913,0.031154,0.039092,0.042596,0.011832,0.009325,0.188759,0.102845,0.12144,0.108261,0.030623,0.024902,0.073138,0.009325,0.082463,0.27314,-0.015019,-13245.9488,146,-1,0.94487,"5.395040e-01,1.250324e-01,2.520014e-02,1.264091e-01,9.162601e-02,2.688719e-02,2.078865e-02,2.651207e-02,1.804047e-02",0.501919,0.26117,-0.00072,-14593.18277,10
5,55,mx_007.trim.unal.bt2.bam,mx_065.trim.unal.bt2.bam,9136,0.892338,0.000011,0.000001,0,0,0.107649,0,0,0,0.000007,0.10765,0.000001,0.000003,0,0,0.000001,0,0.000001,0.053832,0.053824,-11670.52129,58,-1,0.885186,"4.915774e-01,1.767321e-01,2.265651e-02,1.389862e-01,9.025186e-02,1.410131e-02,3.499086e-02,2.578373e-02,4.920031e-03",0.638739,0.218395,-0.046712,-13231.36984,14
5,56,mx_007.trim.unal.bt2.bam,mx_066.trim.unal.bt2.bam,9227,0.883959,0,0,0.000027,0,0.11375,0,0.002263,0,0,0.116013,0.00229,0,0,0,0.002263,0,0.002263,0.059152,0.056862,-11919.1211,78,-1,0.894003,"5.016262e-01,1.669408e-01,2.511956e-02,1.429703e-01,8.196091e-02,1.516812e-02,3.574716e-02,2.327472e-02,7.192279e-03",0.742631,0.200285,-0.077639,-13431.37404,14
5,57,mx_007.trim.unal.bt2.bam,mx_067.trim.unal.bt2.bam,9689,0.75374,0,0,0.140834,0.000001,0.037021,0,0.068403,0,0.000001,0.105425,0.209239,0.000001,0,0.000001,0.068403,0,0.068403,0.157333,-0.051907,-13858.05842,78,-1,0.938766,"4.813329e-01,1.495338e-01,5.955889e-02,1.479958e-01,6.699409e-02,2.925597e-02,3.902557e-02,1.747295e-02,8.830023e-03",1.47154,0.151282,-0.272192,-15385.35779,10
5,58,mx_007.trim.unal.bt2.bam,mx_068.trim.unal.bt2.bam,9683,0.598397,0.167405,0.059199,0.057972,0.013759,0.067574,0.033967,0.001727,0,0.178696,0.103268,0.073457,0.095314,0.016984,0.006879,0.060927,0,0.060927,0.255127,0.004801,-13071.75521,86,-1,0.938184,"5.340499e-01,1.333869e-01,2.237775e-02,1.236415e-01,9.561195e-02,2.566799e-02,2.261002e-02,2.715433e-02,1.549963e-02",0.470525,0.269452,0.011249,-14407.35106,10
5,59,mx_007.trim.unal.bt2.bam,mx_069.trim.unal.bt2.bam,9686,0.7378,0,0,0.156404,0,0.021346,0,0.08445,0,0,0.105796,0.240854,0,0,0,0.08445,0,0.08445,0.173325,-0.067529,-13871.60941,110,-1,0.938475,"4.823537e-01,1.463241e-01,6.253155e-02,1.526579e-01,6.425101e-02,2.681805e-02,4.073323e-02,1.437419e-02,9.956228e-03",1.607209,0.144893,-0.303575,-15325.82071,10
5,60,mx_007.trim.unal.bt2.bam,mx_070.trim.unal.bt2.bam,9843,0.8312,0.013655,0.036845,0,0,0.063887,0.054413,0,0,0.084482,0.1183,0,0.049043,0.027207,0,0.036845,0,0.036845,0.130029,0.031943,-13223.17414,438,-1,0.953687,"4.461608e-01,2.404982e-01,4.341573e-03,9.371155e-02,1.449162e-01,4.903525e-03,1.420081e-02,4.852144e-02,2.745896e-03",0.127953,0.356781,0.159168,-14370.22254,10
5,61,mx_007.trim.unal.bt2.bam,mx_071.trim.unal.bt2.bam,9425,0.731766,0,0,0.163177,0,0.079254,0,0.025803,0,0,0.105057,0.18898,0,0,0,0.025803,0,0.025803,0.147019,-0.041961,-13165.4573,90,-1,0.913187,"4.838735e-01,1.527602e-01,5.366906e-02,1.474846e-01,6.772011e-02,2.908788e-02,4.012616e-02,1.846175e-02,6.816745e-03",1.385042,0.153355,-0.248058,-14545.47151,10
5,62,mx_007.trim.unal.bt2.bam,mx_072.trim.unal.bt2.bam,9747,0.610295,0.064082,0.070435,0.092159,0.056684,0.039013,0.056908,0.010417,0.000009,0.187678,0.106346,0.159268,0.108042,0.028463,0.02835,0.080851,0.000009,0.08086,0.292079,-0.026573,-13230.92825,94,-1,0.944385,"5.416826e-01,1.209859e-01,2.720283e-02,1.254848e-01,8.606373e-02,3.268209e-02,2.250941e-02,2.590693e-02,1.748170e-02",0.577621,0.242589,-0.027999,-14576.47162,10
5,63,mx_007.trim.unal.bt2.bam,mx_073.trim.unal.bt2.bam,9178,0.896917,0,0,0.000051,0,0.052129,0,0.050903,0,0,0.103032,0.050954,0,0,0,0.050903,0,0.050903,0.076993,0.026039,-11825.63019,86,-1,0.889255,"5.030713e-01,1.545545e-01,3.184983e-02,1.425480e-01,8.318305e-02,1.956598e-02,3.637293e-02,2.166816e-02,7.186330e-03",0.820152,0.204602,-0.105532,-13320.139,14
5,64,mx_007.trim.unal.bt2.bam,mx_074.trim.unal.bt2.bam,7836,0.554417,0.238433,0.001655,0.056912,0.036749,0.077906,0.028733,0.001711,0.003483,0.173467,0.111833,0.098856,0.09666,0.01785,0.021858,0.003366,0.003483,0.006849,0.258957,0.010497,-9899.219632,102,-1,0.759229,"5.335731e-01,1.374642e-01,2.206892e-02,1.263319e-01,8.529901e-02,2.965211e-02,2.038533e-02,2.846287e-02,1.676258e-02",0.497711,0.234103,0.000793,-10941.54911,18
5,65,mx_007.trim.unal.bt2.bam,mx_075.trim.unal.bt2.bam,9774,0.879589,0,0,0.014382,0,0.058989,0,0.04704,0,0,0.106029,0.061422,0,0,0,0.04704,0,0.04704,0.083725,0.022303,-13094.8525,82,-1,0.947001,"5.104350e-01,1.485230e-01,3.083667e-02,1.436288e-01,8.007803e-02,2.107088e-02,3.850213e-02,2.191232e-02,5.013100e-03",0.86589,0.197981,-0.118313,-14746.12949,10
5,66,mx_007.trim.unal.bt2.bam,mx_076.trim.unal.bt2.bam,4760,0.590094,0.299373,0.000003,0,0,0.063166,0.04736,0,0.000003,0.185213,0.110529,0.000003,0.098528,0.023683,0.000003,0.000004,0.000003,0.000007,0.228636,0.031583,-5634.155293,82,-1,0.461196,"5.201702e-01,1.669044e-01,5.783192e-03,1.194902e-01,1.017884e-01,2.009495e-02,1.593827e-02,3.770509e-02,1.212539e-02",0.213398,0.278174,0.106514,-6241.384411,46
5,67,mx_007.trim.unal.bt2.bam,mx_077.trim.unal.bt2.bam,9715,0.502168,0.248168,0.046098,0.089426,0.010049,0.081287,0.012686,0.000001,0.010117,0.19735,0.104091,0.109592,0.106575,0.01646,0.015141,0.046099,0.010117,0.056216,0.288391,-0.004069,-13192.44251,214,-1,0.941285,"5.383005e-01,1.273087e-01,2.476623e-02,1.236755e-01,9.184645e-02,2.859865e-02,2.075848e-02,2.709635e-02,1.764921e-02",0.495661,0.260776,0.001625,-14490.37077,11
5,68,mx_007.trim.unal.bt2.bam,mx_078.trim.unal.bt2.bam,9704,0.480442,0.260481,0.023215,0.094018,0.038062,0.077222,0.015391,0.005072,0.006097,0.199642,0.103782,0.143249,0.109551,0.013793,0.025128,0.028287,0.006097,0.034384,0.303697,-0.008398,-13110.11259,142,-1,0.940219,"5.431842e-01,1.237911e-01,2.317389e-02,1.259313e-01,8.579744e-02,3.252616e-02,2.278779e-02,2.460561e-02,1.820243e-02",0.5357,0.243179,-0.012804,-14459.90554,10
5,69,mx_007.trim.unal.bt2.bam,mx_079.trim.unal.bt2.bam,9495,0.864533,0,0,0.032365,0,0.078448,0,0.024653,0,0,0.103102,0.057019,0,0,0,0.024653,0,0.024653,0.08006,0.023041,-12535.81557,106,-1,0.919969,"5.022155e-01,1.560131e-01,3.196043e-02,1.458946e-01,7.878584e-02,1.983790e-02,3.600801e-02,2.250520e-02,6.779425e-03",0.862699,0.191126,-0.113887,-14180.25818,14
5,70,mx_007.trim.unal.bt2.bam,mx_080.trim.unal.bt2.bam,9671,0.548676,0.235729,0.027536,0.061832,0.020519,0.046757,0.028772,0.030145,0.000034,0.182403,0.105707,0.11253,0.09738,0.01442,0.010294,0.05768,0.000034,0.057714,0.279165,-0.007538,-13082.64687,110,-1,0.937022,"5.336752e-01,1.306946e-01,2.670490e-02,1.235627e-01,9.175452e-02,2.836953e-02,2.218476e-02,2.628501e-02,1.676876e-02",0.532831,0.25644,-0.012235,-14416.0864,10
5,71,mx_007.trim.unal.bt2.bam,mx_081.trim.unal.bt2.bam,9605,0.608148,0.23857,0.008075,0.037244,0.000455,0.038364,0.032652,0.030445,0.006046,0.158236,0.107508,0.07419,0.08628,0.022372,0.006274,0.03852,0.006046,0.044566,0.234762,0.00056,-12877.28334,82,-1,0.930627,"5.299517e-01,1.373782e-01,2.357229e-02,1.280888e-01,9.211020e-02,2.305671e-02,2.305109e-02,2.667457e-02,1.611645e-02",0.506169,0.254573,-0.002276,-14214.25343,14
5,72,mx_007.trim.unal.bt2.bam,mx_082.trim.unal.bt2.bam,9105,0.890149,0.000011,0,0,0,0.10984,0,0,0,0.000006,0.10984,0,0.000003,0,0,0,0,0,0.054925,0.05492,-11835.18215,66,-1,0.882182,"4.763457e-01,2.009522e-01,1.359223e-02,1.249203e-01,1.065609e-01,1.191645e-02,3.194317e-02,3.043181e-02,3.337278e-03",0.427318,0.257545,0.026645,-13232.20999,14
5,73,mx_007.trim.unal.bt2.bam,mx_083.trim.unal.bt2.bam,9206,0.888018,0,0,0.000025,0,0.111947,0,0.000009,0,0,0.111957,0.000035,0,0,0,0.000009,0,0.000009,0.055996,0.055961,-11764.75752,74,-1,0.891968,"5.090707e-01,1.592295e-01,2.336808e-02,1.413856e-01,8.374562e-02,1.681598e-02,3.567225e-02,2.584077e-02,4.871542e-03",0.704996,0.208161,-0.067223,-13290.1024,14
5,74,mx_007.trim.unal.bt2.bam,mx_084.trim.unal.bt2.bam,8058,0.888069,0,0,0.000013,0,0.111919,0,0,0,0,0.111919,0.000013,0,0,0,0,0,0,0.055966,0.055953,-9915.399451,62,-1,0.780738,"5.024952e-01,1.677006e-01,2.309641e-02,1.433806e-01,7.949024e-02,1.799230e-02,3.358935e-02,2.976621e-02,2.489038e-03",0.713116,0.191301,-0.065431,-11176.4308,19
5,75,mx_007.trim.unal.bt2.bam,mx_085.trim.unal.bt2.bam,9052,0.888967,0.000003,0,0,0.000001,0.111029,0,0,0,0.000002,0.111029,0.000001,0.000001,0,0,0,0,0,0.055517,0.055514,-11667.80366,42,-1,0.877047,"4.723103e-01,2.010039e-01,1.761912e-02,1.369239e-01,9.097061e-02,1.494190e-02,3.343338e-02,2.765605e-02,5.140800e-03",0.561198,0.210786,-0.019796,-13214.88414,14
5,76,mx_007.trim.unal.bt2.bam,mx_087.trim.unal.bt2.bam,4668,0.882687,0.000002,0,0,0,0.117311,0,0,0,0.000001,0.117311,0,0.000001,0,0,0,0,0,0.058657,0.058655,-5643.661292,78,-1,0.452282,"4.459494e-01,2.459926e-01,3.091358e-07,1.190760e-01,1.204998e-01,2.872111e-04,3.068888e-02,3.750497e-02,8.870257e-07",0.254683,0.277937,0.091823,-6248.334455,70
5,77,mx_007.trim.unal.bt2.bam,mx_089.trim.unal.bt2.bam,9670,0.874494,0,0,0.020635,0,0.104827,0,0.000043,0.000001,0.000001,0.104871,0.020679,0.000001,0.000001,0.000001,0.000043,0.000001,0.000044,0.062775,0.042096,-12870.05949,126,-1,0.936925,"4.968897e-01,1.630084e-01,2.991029e-02,1.455153e-01,7.727052e-02,2.143946e-02,3.533068e-02,2.522412e-02,5.411432e-03",0.844319,0.18379,-0.104392,-14593.74314,11
5,78,mx_007.trim.unal.bt2.bam,mx_090.trim.unal.bt2.bam,9049,0.880276,0,0,0.016387,0,0.081135,0,0.022202,0,0,0.103337,0.038589,0,0,0,0.022202,0,0.022202,0.070963,0.032374,-11758.75531,134,-1,0.876756,"5.018608e-01,1.597518e-01,3.116017e-02,1.444674e-01,8.074261e-02,1.756502e-02,3.512785e-02,2.308786e-02,6.236588e-03",0.820979,0.196378,-0.102365,-13182.03022,14
5,79,mx_007.trim.unal.bt2.bam,mx_091.trim.unal.bt2.bam,6644,0.798945,0.008863,0.087031,0,0,0.035682,0.06948,0,0,0.143572,0.105162,0,0.080471,0.03474,0,0.087031,0,0.087031,0.178783,0.017841,-8213.184734,278,-1,0.643736,"5.043237e-01,1.653954e-01,1.502354e-02,1.156969e-01,1.157053e-01,1.543876e-02,1.887829e-02,3.677424e-02,1.276395e-02",0.293002,0.315095,0.084824,-9096.729099,22
5,80,mx_007.trim.unal.bt2.bam,mx_092.trim.unal.bt2.bam,7272,0.830474,0,0,0.067582,0,0.101901,0,0.000043,0,0,0.101945,0.067625,0,0,0,0.000043,0,0.000043,0.084785,0.01716,-9072.332961,62,-1,0.704583,"4.992123e-01,1.597279e-01,2.986034e-02,1.499775e-01,7.363334e-02,2.210551e-02,3.457964e-02,2.424562e-02,6.657922e-03",0.875147,0.17511,-0.109764,-10168.93651,18
5,81,mx_007.trim.unal.bt2.bam,mx_093.trim.unal.bt2.bam,8005,0.855672,0,0,0.026764,0,0.085043,0,0.032522,0,0,0.117565,0.059286,0,0,0,0.032522,0,0.032522,0.088425,0.029139,-10113.47934,98,-1,0.775603,"5.055754e-01,1.558502e-01,3.130892e-02,1.425967e-01,7.841505e-02,1.923739e-02,4.102554e-02,1.992697e-02,6.063762e-03",0.922456,0.191282,-0.133997,-11367.26378,18
5,82,mx_007.trim.unal.bt2.bam,mx_095.trim.unal.bt2.bam,4820,0.88164,0,0,0.000003,0,0.118313,0.000004,0.000038,0.000001,0.000004,0.118356,0.000043,0.000003,0.000003,0.000001,0.000039,0.000001,0.00004,0.059202,0.059155,-5851.740342,50,-1,0.467009,"4.753080e-01,1.844709e-01,2.671953e-02,1.385856e-01,8.818068e-02,1.763793e-02,3.719533e-02,2.574608e-02,6.155978e-03",0.724817,0.204902,-0.073045,-6614.263906,22
5,83,mx_007.trim.unal.bt2.bam,mx_096.trim.unal.bt2.bam,1579,0.46952,0.334676,0.000154,0.114807,0,0.063236,0.017606,0.000001,0,0.180696,0.080842,0.114808,0.092549,0.008803,0,0.000155,0,0.000155,0.27412,-0.025786,-1808.374722,106,-1,0.152989,"5.440400e-01,1.243630e-01,2.854582e-02,1.264430e-01,9.068736e-02,2.748840e-02,1.740112e-02,2.793304e-02,1.309820e-02",0.506652,0.257507,-0.002474,-1983.509011,38
5,84,mx_007.trim.unal.bt2.bam,mx_097.trim.unal.bt2.bam,9737,0.797943,0,0,0.093895,0,0.107227,0,0.000935,0,0,0.108162,0.09483,0,0,0,0.000935,0,0.000935,0.101496,0.006666,-13250.42143,86,-1,0.943416,"5.000584e-01,1.540785e-01,3.553431e-02,1.482037e-01,7.102252e-02,2.484952e-02,3.637147e-02,2.198920e-02,7.892363e-03",1.012436,0.168689,-0.148196,-14977.32869,11
5,85,mx_007.trim.unal.bt2.bam,mx_100.trim.unal.bt2.bam,8868,0.698945,0.129237,0.01602,0.051471,0.000025,0.057239,0.040429,0.004753,0.001881,0.11286,0.104301,0.05813,0.062427,0.022095,0.001893,0.020773,0.001881,0.022654,0.182081,0.002884,-11569.35859,122,-1,0.859219,"5.228087e-01,1.442008e-01,2.296895e-02,1.334439e-01,8.799137e-02,2.278426e-02,2.379910e-02,2.865443e-02,1.334842e-02",0.531507,0.234112,-0.010978,-12834.90455,14
5,86,mx_007.trim.unal.bt2.bam,mx_101.trim.unal.bt2.bam,502,0.886612,0.000129,0.004261,0.000013,0,0.08639,0,0.022595,0,0.004326,0.108986,0.022608,0.002163,0,0,0.026856,0,0.026856,0.070122,0.043189,-585.324257,242,-1,0.048639,"5.298657e-01,1.126856e-01,4.326167e-02,1.023263e-01,1.435708e-01,1.975536e-04,4.208114e-02,2.601124e-02,3.646447e-09",0.59443,0.439641,-0.051319,-646.915257,99
5,87,mx_007.trim.unal.bt2.bam,mx_103.trim.unal.bt2.bam,2002,0.827456,0,0,0.077607,0,0.094002,0,0.00093,0.000005,0.000005,0.094937,0.078541,0.000005,0.000005,0.000005,0.00093,0.000005,0.000935,0.086739,0.008198,-2261.775262,158,-1,0.193973,"5.203787e-01,1.441696e-01,3.384639e-02,1.467269e-01,6.839715e-02,2.423507e-02,3.235284e-02,2.488536e-02,5.008056e-03",0.967865,0.168376,-0.134228,-2576.208741,27
5,88,mx_007.trim.unal.bt2.bam,mx_106.trim.unal.bt2.bam,9266,0.550634,0.169794,0.051951,0.074655,0.049225,0.048447,0.027939,0.027351,0.000002,0.194724,0.10374,0.151235,0.107009,0.013972,0.024615,0.079303,0.000002,0.079305,0.302918,-0.013104,-12283.36869,110,-1,0.897781,"5.431918e-01,1.215229e-01,2.552781e-02,1.266940e-01,8.746395e-02,3.032048e-02,2.342077e-02,2.305565e-02,1.880274e-02",0.559643,0.249511,-0.021895,-13511.1298,14
5,89,mx_007.trim.unal.bt2.bam,mx_107.trim.unal.bt2.bam,4139,0.906402,0.00002,0,0.000047,0,0.093528,0,0.000004,0,0.00001,0.093532,0.00005,0.000005,0,0,0.000004,0,0.000004,0.046801,0.046741,-4825.072591,54,-1,0.401027,"5.034836e-01,1.712609e-01,1.956974e-02,1.418740e-01,8.815180e-02,1.212519e-02,3.090069e-02,2.795828e-02,4.675833e-03",0.57254,0.218366,-0.024152,-5443.785904,26
5,90,mx_007.trim.unal.bt2.bam,mx_109.trim.unal.bt2.bam,3289,0.806594,0,0,0.089479,0,0.103898,0,0.000028,0.000001,0.000001,0.103927,0.089508,0.000001,0.000001,0.000001,0.000028,0.000001,0.000029,0.096717,0.00721,-3959.961255,74,-1,0.318671,"4.894293e-01,1.560509e-01,3.713675e-02,1.552235e-01,6.612000e-02,2.791713e-02,3.434025e-02,2.830759e-02,5.474632e-03",1.081019,0.150623,-0.153748,-4449.843571,30
